1000,0.03845360083505511
2000,0.04841199913062155
3000,0.07627010066062212
4000,0.1689255004748702
5000,0.17693139892071486
6000,0.26362920366227627
7000,0.367603600025177
8000,0.30858340486884117
9000,0.39382410049438477
10000,0.49115119874477386
11000,0.6553164087235928
12000,0.8266260102391243
13000,1.0126946792006493
14000,1.2263114899396896
15000,1.4505090117454529
16000,1.7517051994800568
17000,1.938448190689087
18000,2.218953490257263
19000,2.5279574543237686
20000,2.9419801235198975
21000,3.152597799897194
22000,3.4944712221622467
23000,3.844412863254547
24000,4.2373106777668
25000,4.623673379421234
26000,5.106348305940628
27000,5.6377264857292175
28000,6.0798211097717285
29000,6.593123376369476
30000,7.141843795776367
31000,7.59156197309494
32000,8.105540931224823
33000,8.68951416015625
34000,9.312645494937897
35000,9.973860561847687
36000,10.645845592021942
37000,11.175784051418304
38000,11.14747440814972
39000,11.645992577075958
40000,12.273180186748505
41000,13.049740433692932
42000,14.57729721069336
43000,15.823936700820923
50000,23.278315782546997
60000,67.29393172264099
70000,116.31037616729736
